Stil,Artist,Track,Beliebtheit,Akustik,Tanzbarkeit,Dauer
Country,Sturgill Simpson,It Ain't All Flowers,46,0.0442,0.359,403760
Country,Travis Tritt,Can I Trust You With My Heart - 2006 Remastered Version,42,0.419,0.493,213293
Country,Josh Ward,Between An Old Memory & Me,42,0.0408,0.485,241257
Country,Luke Bryan,Like We Ain't Ever,43,0.00376,0.601,198573
Country,"Crosby, Stills & Nash",Love the One You're With,56,0.0675,0.609,184653
Country,Keith Urban,Boy Gets A Truck,44,0.00667,0.648,209080
Country,Dr. Hook,Cover of the Rolling Stone,54,0.357,0.648,172093
Country,Tim McGraw,My Old Friend,42,0.212,0.463,217067
Country,Luke Bryan,My Ol' Bronco,43,0.0298,0.414,193507
Country,The Lacs,Make Things Right,43,0.278,0.679,228533
Country,Chase Rice,U Turn,42,0.000464,0.591,210016
Country,Eli Young Band,Small Town Kid,41,0.0336,0.652,223773
Country,Kip Moore,Drive Me Crazy,43,0.00658,0.617,244560
Country,Lee Brice,You Can't Help Who You Love,43,0.295,0.575,160240
Country,Alabama,Feels So Right,42,0.56,0.536,217293
Country,Jelly Roll,Killin' Me,44,0.162,0.614,236931
Country,Justin Moore,Back That Thing Up,41,0.0474,0.679,155627
Country,Jake Owen,Keepin' It Country,43,0.00251,0.432,199653
Country,Little Big Town,Beat Up Bible,43,0.726,0.484,215240
Country,Tyler Farr,Suffer in Peace,43,0.0446,0.481,240507
Country,Bachman-Turner Overdrive,Let It Ride,52,0.157,0.632,263133
Country,Dead Man Winter,Destroyer,51,0.00549,0.511,184868
Country,Bo Phillips,Peace on Earth,43,0.138,0.558,222827
Country,Chris Janson,Redneck Life,43,0.00112,0.507,166000
Country,Jim James,Here In Spirit,53,0.00625,0.528,256413
Country,Stephanie Quayle,If I Was a Cowboy,44,0.439,0.671,181353
Country,Kip Moore,Reckless (Still Growin' Up),43,0.0578,0.613,276747
Country,Trace Adkins,Jesus and Jones,43,0.0328,0.499,224467
Country,Vern Gosdin,Set 'Em Up Joe,40,0.418,0.853,145200
Country,Kelsea Ballerini,Machine Heart,47,0.165,0.614,189107
Country,LeAnn Rimes,One Way Ticket (Because I Can),44,0.0291,0.696,223973
Country,Montgomery Gentry,Where I Come From (Remix) [feat. Colt Ford & The Lacs],42,0.0389,0.756,201763
Country,Josh Abbott Band,Kinda Missing You,43,0.00134,0.522,217906
Country,Demun Jones,World Went to Waste,43,0.354,0.802,247093
Country,Fred Eaglesmith,Trucker Speed,43,0.91,0.752,311373
Country,Dwight Yoakam,"Guitars, Cadillacs - Remastered",44,0.344,0.556,184240
Country,Alabama,40 Hour Week (For A Livin'),43,0.123,0.578,201027
Country,Tyler Farr,"Chicks, Trucks, and Beer - feat. Colt Ford",43,0.0125,0.637,215880
Country,Darius Rucker,Twenty Something,43,0.405,0.404,190640
Country,Zac Brown Band,The Wind - Greatest Hits Version,44,0.205,0.691,176840
Country,Tanya Tucker,Love Me Like You Used To,43,0.732,0.552,226867
Country,Kristian Bush,Trailer Hitch,43,0.252,0.718,170918
Country,Aaron Lewis,Stuck In These Shoes,43,0.103,0.615,224333
Country,Turnpike Troubadours,The Winding Stair Mountain Blues,43,0.0127,0.416,207040
Country,Sunny Sweeney,From A Table Away,42,0.0393,0.547,215333
Country,George Jones,Golden Ring,45,0.53,0.533,182467
Country,King Calaway,Rivers,42,0.00618,0.59,177707
Country,Todd Rundgren,I Saw the Light,51,0.0531,0.583,182800
Country,Clint Black,Put Yourself In My Shoes,42,0.58,0.737,193093
Country,Phil Vassar,In a Real Love,42,0.154,0.575,214827
Country,Willie Nelson,Hello Walls,44,0.592,0.616,144467
Country,Craig Morgan,More Trucks Than Cars,42,0.412,0.485,212293
Country,Lorrie Morgan,Except for Monday,42,0.0893,0.649,175733
Country,A Thousand Horses,My Time's Comin',45,0.00192,0.327,194107
Country,David Allan Coe,Roll On 18 Wheeler,43,0.49,0.592,244708
Country,Turnpike Troubadours,Come as You Are,42,0.282,0.483,243200
Country,Cole Swindell,Get Me Some of That,43,0.272,0.585,191640
Country,Upchurch,Welcome to the Country,43,0.0478,0.695,221299
Country,Jimmie Allen,Warrior,42,0.0485,0.514,210107
Country,Chris Smither,Cave Man,48,0.863,0.515,323658
Country,Dylan Scott,Thinking Out Loud,42,0.758,0.563,253980
Country,Haley & Michaels,All Out,45,0.00776,0.556,175067
Country,Kenny Chesney,Beer Can Chicken,42,0.00284,0.433,247267
Country,Thomas Rhett,Front Porch Junkies - Remix,41,0.00453,0.576,222267
Country,Nick Wayne,If You Ever Wanna,43,0.00578,0.464,203547
Country,Big & Rich,Lost in This Moment,42,0.32,0.599,210843
Country,The Stixxx,Simple Man,44,0.0351,0.602,246696
Country,Phil Vassar,Second Avenue,44,0.145,0.545,200493
Country,Blackfoot,Highway Song,51,0.0562,0.342,450333
Country,Martina McBride,Anyway,42,0.179,0.523,284000
Country,The Avett Brothers,The Ballad of Love and Hate,50,0.866,0.47,320520
Country,Big Smo,Bumpy Road,44,0.125,0.854,170400
Country,Buck Owens,"Rednecks, White Socks And Blue Ribbon Beer",44,0.622,0.647,169440
Country,Toby Keith,Call a Marine,42,0.072,0.728,197227
Country,Terri Clark,I Just Wanna Be Mad,42,0.0656,0.574,206400
Country,John Prine,Pretty Good,45,0.154,0.581,216867
Country,Kenny Chesney,Flora-Bama - Live,42,0.0126,0.369,271653
Country,Whiskey Myers,Mud,45,0.0996,0.27,251289
Country,Upchurch,Tennessee Dreamin,43,0.479,0.68,157024
Country,Upchurch,King of Dixie,43,0.0164,0.594,186389
Country,David Frizzell,I'm Gonna Hire A Wino To Decorate Our Home,44,0.367,0.689,238973
Country,John Michael Montgomery,I Love the Way You Love Me,42,0.628,0.459,242933
Country,Alabama,The Cheap Seats,42,0.175,0.677,234093
Country,Upchurch,Show Off,43,0.0105,0.804,171209
Country,Clint Black,Desperado - (Live),42,0.716,0.424,244093
Country,Catherine McGrath,Don't Let Me Forget (feat. Hunter Hayes),45,0.634,0.649,205614
Country,Nick Lowe,Cruel To Be Kind,45,0.126,0.692,206800
Country,Jelly Roll,Be That Way,44,0.204,0.674,246938
Country,Kenny Chesney,Old Blue Chair,41,0.575,0.646,204267
Country,Chris Young,Woke Up Like This,42,0.0332,0.525,188573
Country,Tenille Arts,Cold Feet,43,0.848,0.458,206840
Country,The Lacs,Drink Too Much,43,0.0862,0.674,205587
Country,Jamey Johnson,Stars In Alabama,41,0.307,0.588,225907
Country,Tech N9ne Collabos,Midwest Choppers 2,45,0.185,0.685,274307
Country,Bubba Sparxxx,Deliverance,53,0.222,0.718,302500
Country,Mark Wills,Back At One,41,0.187,0.621,246493
Country,George Strait,I've Come To Expect It From You,41,0.246,0.628,222160
Country,Dixie Chicks,Am I the Only One (Who's Ever Felt This Way),44,0.0534,0.65,205618
Country,Lynyrd Skynyrd,Gimme Back My Bullets,50,0.306,0.43,209800
Country,Craig Morgan,Hearts I Leave Behind (feat. Mac Powell),42,0.112,0.442,206707
Country,Randy Houser,Song Number 7,43,0.138,0.524,179733
Country,Hunter Hayes,Where It All Begins (feat. Lady Antebellum),45,0.0769,0.636,211830
Country,The Avett Brothers,The Greatest Sum (Acoustic),49,0.862,0.521,200147
Country,Jelly Roll,Checkmate,44,0.0497,0.802,171398
Country,Devin Dawson,I Can't Trust Myself,42,0.0759,0.637,190747
Country,Miranda Lambert,Sin for a Sin,41,0.137,0.301,208200
Country,Hunter Hayes,Amen,44,0.0141,0.447,212701
Country,Dolly Parton,Baby I'm Burnin',48,0.0482,0.745,156960
Country,The Avett Brothers,The Weight of Lies,50,0.713,0.591,269680
Country,Upchurch,Red White and Blue Jeans,43,0.128,0.548,274718
Country,Blake Shelton,Do You Remember,43,0.396,0.505,209200
Country,Eli Young Band,Turn It On,42,0.0113,0.573,165880
Country,Jelly Roll,My Smoking Song (feat. B Real),43,0.405,0.801,243500
Country,Big & Rich,Loud,0,0.0077,0.636,181360
Country,Tracy Lawrence,If the Good Die Young,0,0.0476,0.566,146667
Country,Chris Young,Lost,42,0.242,0.541,189960
Country,Big & Rich,Lay It All On Me,0,0.0574,0.481,261853
Country,Tim McGraw,Southern Voice,42,0.0446,0.63,242427
Country,Kip Moore,Fast Women,44,0.00123,0.509,218827
Country,Johnny Cash,Bridge Over Troubled Water,50,0.912,0.389,234600
Country,Miranda Lambert,Bathroom Sink,42,0.0181,0.454,245907
Country,Sammy Kershaw,Love of My Life,42,0.19,0.552,266520
Country,Dave Rawlings Machine,Pilgrim (You Can't Go Home),45,0.739,0.471,477573
Country,LeAnn Rimes,The Right Kind Of Wrong,49,0.238,0.677,227440
Country,Carrie Underwood,Inside Your Heaven,46,0.123,0.38,243267
Country,Blake Shelton,My Eyes (feat. Gwen Sebastian),42,0.475,0.453,190213
Country,Dierks Bentley,Mardi Gras,42,0.0664,0.63,229120
Country,Gary Allan,It Would Be You,41,0.516,0.467,175000
Country,The Judds,Love Can Build A Bridge,43,0.772,0.568,321373
Country,Emily Hackett,Take My Hand (The Wedding Song) [feat. Will Anderson],48,0.663,0.592,238421
Country,Little Feat,Dixie Chicken,55,0.7,0.566,239107
Country,Michael Martin Murphey,Wildfire,44,0.252,0.602,307867
Country,Scotty McCreery,Write My Number On Your Hand,42,0.583,0.737,178733
Country,Kyle Park,Don't Forget Where You Come From,42,0.756,0.63,182947
Country,Dylan Schneider,Grew up Slower,42,0.235,0.639,176325
Country,Langhorne Slim,Never Break,53,0.957,0.501,155160
Country,A Thousand Horses,Blaze of Somethin',46,0.0309,0.536,209580
Country,Brooks & Dunn,You Can't Take the Honky Tonk out of the Girl,43,0.00881,0.574,208933
Country,George Jones,Same Ole Me,43,0.634,0.724,170733
Country,Little Texas,Kick a Little,42,0.0228,0.603,222893
Country,Tracy Lawrence,Used To The Pain,41,0.308,0.586,193800
Country,Kip Moore,Mary Was The Marrying Kind,42,0.0697,0.468,214853
Country,Chris LeDoux,Hooked On An 8 Second Ride,41,0.0391,0.469,210733
Country,David Lee Murphy,I Won't Be Sorry,42,0.00027,0.481,255040
Country,George Strait,Let's Fall To Pieces Together - Edit,41,0.278,0.619,141827
Country,Demun Jones,Feeling Good,43,0.0657,0.715,216053
Country,William Michael Morgan,Tonight Girl,42,0.536,0.681,210280
Country,The Band Perry,NOSTALGIA,42,0.0221,0.618,182015
Country,Bart Crow,Run With the Devil,42,0.262,0.548,195373
Country,Don Gibson,Sea of Heartbreak,49,0.422,0.59,155040
Country,Josh Abbott Band,I'm Your Only Flaw,43,0.0102,0.47,190006
Country,Filmore,Unreal,42,0.526,0.724,178906
Country,Brad Paisley,Find Yourself,45,0.598,0.695,250333
Country,Terri Clark,Better Things To Do,42,0.12,0.567,188133
Country,Rascal Flatts,This Everyday Love,43,0.379,0.605,184107
Country,The Ozark Mountain Daredevils,Jackie Blue,49,0.354,0.57,250120
Country,Dwight Yoakam,A Thousand Miles from Nowhere,0,0.00973,0.601,268386
Country,Conway Twitty,"Louisiana Woman, Mississippi Man - Single Version",44,0.388,0.662,151933
Country,Justin Tyler,2000 Miles,54,0.0293,0.356,186400
Country,38 Special,Second Chance,53,0.177,0.655,304693
Country,The Avett Brothers,True Sadness,50,0.157,0.509,275360
Country,Sam Riggs,Until My Heart Stops Beating,42,0.0318,0.631,205053
Country,Dawes,A Little Bit Of Everything,51,0.395,0.51,339493
Country,Blake Shelton,I Need My Girl,43,0.188,0.579,212213
Country,Bobby Bare,500 Miles Away from Home,48,0.659,0.519,162507
Country,Blake Shelton,Just South Of Heaven,43,0.354,0.645,250200
Country,Mike Ryan,Bad Reputation,42,0.0302,0.645,219613
Country,Alan Jackson,That'd Be Alright,45,0.228,0.672,221760
Country,Adam Craig,Reckon,42,0.145,0.579,209360
Country,The Oak Ridge Boys,Y'all Come Back Saloon,42,0.122,0.686,174227
Country,Keith Urban,Your Body,43,0.0281,0.612,165560
Country,Jamey Johnson,Four Walls Of Raiford - Live,42,0.784,0.431,289573
Country,Upchurch,Conspiracy,43,0.019,0.769,166101
Country,Trace Adkins,Whoop A Man's Ass,41,0.00403,0.538,203467
Country,Jon Langston,'Til Sunrise,41,0.019,0.468,169611
Country,Chris Young,Hold You To It,42,0.0921,0.593,197107
Country,The Lacs,Left Of Me,43,0.199,0.705,240000
Country,Gary Stewart,She's Actin' Single (I'm Drinkin' Doubles),43,0.684,0.7,168120
Country,Wynonna,I Saw The Light,41,0.179,0.667,235600
Country,Granger Smith,Remington,42,0.299,0.574,235987
Country,Carrie Underwood,Do You Think About Me,44,0.627,0.569,216747
Country,Mark Chesnutt,It Sure Is Monday,41,0.373,0.603,177467
Country,Jason Aldean,Love Was Easy,40,0.0885,0.538,214680
Country,The Judds,Love Is Alive,42,0.233,0.698,238507
Country,Turnpike Troubadours,Sunday Morning Paper,42,0.16,0.571,250310
Country,Rascal Flatts,Skin (Sarabeth),43,0.412,0.487,261267
Country,Dylan Scott,My Town,42,0.102,0.584,187120
Country,Miranda Lambert,Another Sunday in the South,42,0.116,0.515,230853
Country,Randy Houser,My Kinda Country,43,0.476,0.681,174067
Country,Guy Clark,Stuff That Works,44,0.274,0.456,303987
Country,Blake Shelton,Granddaddy's Gun,42,0.555,0.583,214813
Country,Kyle Park,Leavin' Stephenville,42,0.132,0.527,208440
Country,Chris Lane,Broken Windshield View,42,0.0108,0.471,204520
Country,Clay Walker,Jesus Was A Country Boy,41,0.437,0.536,202067
Country,Adam Calhoun,Smoke,43,0.195,0.757,124489
Country,Pistol Annies,Cheyenne,42,0.00723,0.358,256333
Country,Restless Heart,Why Does It Have to Be (Wrong or Right),41,0.244,0.752,179373
Country,Dirt Rock Empire,Next Time It's 3AM,43,0.00808,0.607,157730
Country,Waylon Jennings,Don't You Think This Outlaw Bit's Done Got out of Hand,42,0.24,0.731,177880
Country,JB and The Moonshine Band,Perfect Girl,42,0.31,0.639,196599
Country,Robert Earl Keen,The Front Porch Song,42,0.711,0.658,220907
Country,Travis Tritt,Drift Off To Dream - 2006 Remastered Version Edit Version,41,0.614,0.534,224027
Country,Matt Mason,Where I've Been,42,0.0921,0.591,188918
Country,"Hank Williams, Jr.",My Name Is Bocephus,41,0.0434,0.439,282760
Country,Hunter Hayes,When Did You Stop Loving Me,42,0.15,0.518,268413
Country,Kellie Pickler,Didn't You Know How Much I Loved You,41,0.245,0.525,285187
Country,Reba McEntire,If I Were A Boy,41,0.186,0.515,232467
Country,Josh Turner,How Great Thou Art,42,0.869,0.33,263280
Country,Kenny Chesney,Ain't Back Yet,41,0.0308,0.602,239813
Country,Mickey Guyton,Better Than You Left Me,41,0.469,0.568,243079
Country,Dave Rawlings Machine,"To Be Young (Is To Be Sad, Is To Be High)",45,0.506,0.356,228200
Country,Kenny Chesney,Be as You Are,41,0.315,0.71,259427
Country,Jason Aldean,Drink One for Me,41,0.137,0.55,186480
Country,Alan Jackson,How Great Thou Art,43,0.853,0.348,212827
Country,Jameson Rodgers,Like You've Been There Before,41,0.385,0.626,216760
Country,Brett Eldredge,Phone Call To God,43,0.259,0.332,237933
Country,Miranda Lambert,Love Song,41,0.0889,0.422,169867
Country,Montgomery Gentry,Some People Change,41,0.0456,0.55,201867
Country,Cole Swindell,Boomerang,42,0.0266,0.554,179808
Country,Lady Antebellum,Good Time To Be Alive,45,0.0661,0.563,191800
Country,Rittz,Bounce,49,0.078,0.827,235147
Country,Adam Calhoun,Sunset (feat. Cossetti),43,0.125,0.668,196261
Country,Kacey Musgraves,See You Again (Acoustic Version),43,0.738,0.645,197440
Country,Carrie Underwood,Clock Don't Stop,45,0.0808,0.613,201400
Country,The Lacs,Drinks Up,43,0.173,0.61,241320
Country,Pistol Annies,Trailer for Rent,42,0.47,0.572,181440
Country,Lady Antebellum,Lay Our Flowers Down,44,0.103,0.564,192200
Country,High Valley,I Be U Be,44,0.0074,0.442,213093
Country,Brothers Osborne,Let's Go There,41,0.225,0.571,177987
Country,Upchurch,Running on Fumes (feat. Jelly Roll),43,0.0955,0.7,137813
Country,Demun Jones,Boondocks,43,0.0082,0.478,235600
Country,Conway Twitty,Linda on My Mind,44,0.66,0.667,155373
Country,Waylon Jennings,Ain't No God In Mexico,43,0.632,0.759,120893
Country,Johnny Cash,Understand Your Man,44,0.508,0.649,162400
Country,Gary Stewart,An Empty Glass,42,0.114,0.623,221133
Country,Bottleneck,Off the Rails (feat. Upchurch),43,0.0263,0.739,192327
Country,Aaron Lewis,Party in Hell,42,0.34,0.362,246387
Country,American Aquarium,Losing Side of Twenty Five,46,0.388,0.654,214571
Country,Riley Green,Man Like Me,43,0.0263,0.492,209373
Country,Johnny Cash,I Still Miss Someone,46,0.953,0.521,155573
Country,George Jones,The King Is Gone (So Are You),42,0.447,0.755,201293
Country,Loretta Lynn,Fist City,44,0.711,0.657,132447
Country,Reba McEntire,Somebody's Chelsea,41,0.216,0.477,273027
Country,Randy Rogers Band,Speak Of The Devil,41,0.202,0.437,242293
Country,Hunter Hayes,Cry With You,41,0.13,0.571,227787
Country,Upchurch,Go for It,43,0.0543,0.843,144427
Country,Sturgill Simpson,Call To Arms,46,0.00198,0.333,329640
Country,Eli Young Band,Oklahoma Girl,41,0.148,0.377,208880
Country,"Hank Williams, Jr.",Texas Women,41,0.573,0.613,149307
Country,Dierks Bentley,How Am I Doin',41,0.125,0.528,228467
Country,Blake Shelton,One Night Girl,43,0.0643,0.414,219733
Country,Rittz,I'm Only Human,48,0.214,0.758,299212
Country,Aaron Lewis,The Story Never Ends,43,0.216,0.485,286987
Country,Conway Twitty,I See The Want In Your Eyes,42,0.794,0.46,169400
Country,Canaan Smith,Good Kinda Bad,41,0.000283,0.636,218946
Country,Smithfield,Pull It Off,39,0.0327,0.651,166427
Country,Billy Currington,Summer Forever,42,0.0724,0.63,206386
Country,Toby Keith,I Like Girls That Drink Beer,41,0.00823,0.635,167040
Country,Miranda Lambert,Old Sh!t,41,0.285,0.423,165200
Country,Dustin Lynch,She Wants a Cowboy,41,0.0129,0.543,188707
Country,Merle Haggard,I'm A White Boy,42,0.743,0.617,124307
Country,Josh Turner,Deep South,42,0.136,0.79,235800
Country,Johnny Cash,Satisfied Mind,47,0.902,0.495,168067
Country,Brett Eldredge,On And On,42,0.232,0.685,188467
Country,Kelsea Ballerini,Music,46,0.199,0.529,203360
Country,Danielle Bradbery,Can't Stay Mad,42,0.00212,0.577,207320
Country,Danielle Bradbery,Messy,41,0.0762,0.7,205067
Country,Daryle Singletary,Old Violin,41,0.0427,0.618,209347
Country,Jefferson Starship,Miracles,53,0.366,0.617,412040
Country,Jamey Johnson,Keepin' Up With The Jonesin',41,0.131,0.543,204747
Country,Chuck Wicks,Us Again,41,0.455,0.501,219731
Country,Langhorne Slim,Alligator Girl,52,0.948,0.522,239960
Country,Jimmie Allen,Deserve to Be,42,0.199,0.632,220440
Country,Whiskey Myers,Anna Marie,43,0.347,0.603,217107
Country,Zac Brown Band,Mary,43,0.16,0.637,168000
Country,Jon Wolfe,That Girl in Texas,42,0.15,0.712,247173
Country,Buddy Jewell,Help Pour Out the Rain (Lacey's Song),41,0.263,0.565,229093
Country,Tech N9ne Collabos,Loud,43,0.252,0.865,291867
Country,JT Hodges,Bigger Bottle,42,0.393,0.637,183984
Country,Jim James,Hide In Plain Sight,52,0.0178,0.326,309227
Country,Carter Winter,Fight With,42,0.516,0.513,185313
Country,Marty Robbins,Utah Carol,45,0.72,0.648,193400
Country,Seth Ennis,Call Your Mama,42,0.599,0.575,195729
Country,Upchurch,Country Way,43,0.0136,0.732,245267
Country,Julianne Hough,"Summer Nights - From ""Grease Live!"" Music From The Television Event",48,0.241,0.737,218240
Country,Matthew Sweet,Girlfriend,52,0.00901,0.529,219800
Country,Freddy Fender,Before the Next Teardrop Falls,47,0.748,0.799,156874
Country,Brooks & Dunn,Put a Girl in It,42,0.0328,0.589,207880
Country,Jamey Johnson,The Last Cowboy,41,0.239,0.489,256120
Country,Steve Earle,Feel Alright,47,0.000113,0.529,176347
Country,Trisha Yearwood,Georgia Rain,42,0.61,0.528,311360
Country,Lee Brice,Songs In The Kitchen,42,0.245,0.469,210147
Country,Lee Brice,That Way Again,42,0.795,0.372,295333
Country,George Strait,It Ain't Cool To Be Crazy About You,40,0.554,0.534,158560
Country,Upchurch,Loveless (feat. Robert James),43,0.00237,0.606,308245
Country,Daryle Singletary,Take Me Home Country Roads,45,0.19,0.652,187933
Country,Corey Smith,Bend,41,0.32,0.586,217147
Country,Chase Rice,The Little Things,42,0.798,0.488,138400
Country,38 Special,Back Where You Belong - Edited Version,50,0.00483,0.508,242160
Country,Mel McDaniel,Stand Up,41,0.233,0.675,153133
Country,Miranda Lambert,Oklahoma Sky,41,0.794,0.597,287213
Country,Carrie Underwood,Look at Me,44,0.592,0.441,195720
Country,The Avett Brothers,Rejects In The Attic,49,0.284,0.435,391333
Country,Josh Dorr,Ready or Not,44,0.129,0.583,254693
Country,The Guess Who,"American Woman - 7"" Version",54,0.0424,0.538,231640
Country,Jason Isbell and the 400 Unit,Into the Mystic - Live,46,0.573,0.416,264200
Country,Sturgill Simpson,Oh Sarah,46,0.814,0.473,255053
Country,Morgan Wallen,Stand Alone,42,0.312,0.458,249755
Country,Chris Cagle,My Life's Been A Country Song,42,0.292,0.594,198467
Country,Alan Jackson,Let It Be Christmas,41,0.81,0.626,251240
Country,Aaron Watson,Take You Home Tonight,41,0.0963,0.628,224653
Country,Sam Hunt,Come Over - Live From Spotify NYC,41,0.698,0.495,255707
Country,Lefty Frizzell,Long Black Veil,44,0.826,0.558,182360
Country,Alan Jackson,I'll Try,47,0.123,0.581,232627
Country,Dolly Parton,Rockin' Years,44,0.713,0.582,206307
Country,Dallas Smith,Tippin' Point,41,0.0404,0.567,177347
Country,Blackberry Smoke,Good One Comin' on,48,0.00884,0.402,220787
Country,Tyler Reeve,Bud-Wiser,43,0.0392,0.519,192937
Country,Walker Hayes,Halloween,41,0.161,0.72,200893
Country,Eddie Money,Shakin',49,0.0285,0.635,188200
Country,Kenny Rogers,Lucille,52,0.724,0.646,220867
Country,Zac Brown Band,Overnight (feat. Trombone Shorty),42,0.145,0.713,282640
Country,Kenny Chesney,Dust on the Bottle - Live,42,0.00764,0.423,221280
Country,Tracy Lawrence,As Any Fool Can See,41,0.0783,0.676,183387
Country,Josh Turner,I Pray My Way Out Of Trouble,42,0.432,0.54,218773
Country,Taj Mahal,Diving Duck Blues,55,0.806,0.603,268347
Country,Scotty McCreery,Southern Belle,42,0.00106,0.452,200027
Country,38 Special,Rockin' Into The Night,50,0.0695,0.652,241227
Country,Toby Keith,Rum Is The Reason,42,0.273,0.761,197293
Country,The Highwaymen,The Road Goes On Forever,46,0.597,0.714,281400
Country,Aaron Watson,Vaquero,41,0.753,0.388,226040
Country,Zac Brown Band,Lance's Song,42,0.686,0.475,274613
Country,Kip Moore,Sunburn,43,0.00272,0.643,220907
Country,Brooks & Dunn,Indian Summer,43,0.396,0.628,262060
Country,Brad Paisley,Welcome to the Future,44,0.0327,0.516,351453
Country,Justin Moore,When I Get Home,41,0.274,0.327,220093
Country,Dierks Bentley,Light It Up,42,0.0236,0.648,214573
Country,Jamey Johnson,Macon,41,0.404,0.346,258213
Country,Kip Moore,Heart's Desire,43,0.00252,0.654,260680
Country,William Clark Green,This Is Us,42,0.235,0.512,215467
Country,Montgomery Gentry,She Couldn't Change Me,41,0.00436,0.67,260133
Country,Big Smo,Ain't Nothin' Free,43,0.0137,0.53,200680
Country,Miranda Lambert,You Wouldn't Know Me,41,0.0653,0.524,199813
Country,Little Big Town,Can't Go Back,45,0.902,0.586,223893
Country,Shenandoah,Sunday In The South,41,0.708,0.646,261333
Country,Marty Robbins,The Strawberry Roan,44,0.807,0.535,203933
Country,Russell Dickerson,Blue Tacoma - Recorded at Sound Stage Studios Nashville,44,0.147,0.574,202691
Country,Cal Smith,The Lord Knows I'm Drinking,44,0.123,0.673,211612
Country,Chase Rice,Party up (feat. Colt Ford),42,0.0238,0.54,193447
Country,Josh Abbott Band,I've Been Known,42,0.0992,0.398,243827
Country,Blake Shelton,Doing It to Country Songs (feat. The Oak Ridge Boys),43,0.182,0.66,180427
Country,Dallas Smith,Wastin' gas,41,0.00929,0.609,184627
Country,Dolly Parton,The Bargain Store,46,0.906,0.716,161840
Country,Buddy Brown,Man Card,42,0.0204,0.571,229800
Country,Jojo Mason,Future,55,0.0501,0.657,179666
Country,Keith Urban,I Told You So,44,0.00788,0.627,242760
Country,Johnny Cash,Guess Things Happen That Way,46,0.817,0.556,110827
Country,Alabama,Down Home,42,0.265,0.626,207360
Country,Dwight Yoakam,Sin City,0,0.327,0.593,235533
Country,Dwight Yoakam,I Sang Dixie,0,0.0547,0.689,228453
Country,John Prine,Lonesome Friends of Science,44,0.795,0.703,281308
Country,Jake Owen,Apple Pie Moonshine,41,0.0723,0.572,197200
Country,Aaron Watson,Be My Girl,41,0.196,0.679,250800
Country,Miranda Lambert,Look at Miss Ohio,41,0.3,0.546,258093
Country,Charlie Farley,Hungover on You,43,0.0406,0.721,254784
Country,Turnpike Troubadours,The Hard Way,42,7.89E-05,0.469,173330
Country,Colter Wall,Calgary Round-Up,46,0.575,0.747,214570
Country,Sam Hunt,Raised On It - Acoustic Mixtape,42,0.48,0.65,204533
Country,Kip Moore,Good Thing,43,0.00403,0.809,170360
Alternative,Linkin Park,In the End,80,0.0103,0.542,216933
Alternative,Kid Rock,All Summer Long,72,0.0212,0.7,297587
Alternative,Still Woozy,Goodie Bag,71,0.82,0.701,146390
Alternative,Third Eye Blind,Semi-Charmed Life,73,0.00832,0.64,268360
Alternative,Evanescence,Bring Me To Life,75,0.00895,0.316,235893
Alternative,Joji,NO FUN,71,0.8,0.809,168418
Alternative,6LACK,Pretty Little Fears (feat. J. Cole),74,0.711,0.611,240342
Alternative,Foo Fighters,Everlong,74,5.96E-05,0.412,250547
Alternative,Nirvana,Come As You Are,70,0.000182,0.505,218920
Alternative,Blind Melon,No Rain,71,0.619,0.389,217107
Alternative,Soundgarden,Black Hole Sun,74,0.000203,0.354,318587
Alternative,3 Doors Down,Kryptonite,75,0.00664,0.545,233933
Alternative,The White Stripes,Seven Nation Army,72,0.00817,0.737,231733
Alternative,MGMT,Electric Feel,74,0.0714,0.763,229640
Alternative,The 1975,Somebody Else,71,0.202,0.611,347520
Alternative,Tierra Whack,MY POWER,60,0.0159,0.773,259742
Alternative,Linkin Park,Numb,78,0.0046,0.496,185587
Alternative,System Of A Down,Chop Suey!,77,0.000278,0.419,210240
Alternative,Skillet,Monster,71,0.0431,0.64,178013
Alternative,Frank Ocean,Nights,74,0.42,0.466,307151
Alternative,Frank Ocean,Thinkin Bout You,70,0.41,0.716,200747
Alternative,Fountains Of Wayne,Stacy's Mom,72,0.0021,0.774,197987
Alternative,X Ambassadors,Unsteady,74,0.178,0.389,193547
Alternative,grandson,Blood // Water,68,0.00163,0.504,214520
Alternative,Masego,Tadow,72,0.669,0.704,301893
Alternative,Weezer,Island In The Sun,74,0.00719,0.654,200307
Alternative,Frank Ocean,Ivy,72,0.782,0.567,249191
Alternative,Red Hot Chili Peppers,Californication,78,0.0021,0.592,329733
Alternative,Still Woozy,Habit,69,0.27,0.766,153857
Alternative,Slipknot,Unsainted,75,0.000197,0.427,260276
Alternative,Gorillaz,Clint Eastwood,65,0.0249,0.663,340920
Alternative,Semisonic,Closing Time,67,0.0196,0.484,274160
Alternative,Papa Roach,Last Resort,76,0.000481,0.589,199907
Alternative,Frank Ocean,Chanel,73,0.874,0.776,210285
Alternative,Avenged Sevenfold,Hail to the King,72,0.000376,0.585,304880
Alternative,Counting Crows,Mr. Jones,75,0.211,0.581,272507
Alternative,Rage Against The Machine,Killing In The Name,75,0.0266,0.466,313573
Alternative,Trapt,Headstrong,70,0.000172,0.492,285570
